label, device_count, lost_devices, new_devices, different_services, services_count, txpower_count, tx_power_avg, min_txpower, max_txpower, man_packet_len_count, manufacturer_data_lengths_sum, manufacturer_data_len_avg, avg_received, min_received, max_received, avg_avg_rssi, min_avg_rssi, max_avg_rssi, min_rssi, max_rssi, avg_rssi_difference, avg_avg_difference_between_beacons, avg_difference_first_last, 0af0, 1802, 180f, 1812, 1826, 2222, ec88, fd5a, fd6f, fdd2, fddf, fe03, fe07, fe0f, fe61, fe9f, fea0, feb9, febe, fee0, ff0d, ffc0, ffe0, time_point_1, time_point_2, time_point_3
home, 34, 2, 7, 3, 10, 73, 18, 12, 26, 190, 141, 17, 8, 1, 34, -78, -89, -20, -89, -20, 2, 13140, 56765, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 98345, 98409, 98409
home, 29, 4, 0, 3, 7, 82, 17, 8, 26, 234, 170, 18, 12, 1, 99, -77, -89, -20, -89, -20, 4, 9438, 66273, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 98345, 98409, 98409
home, 33, 2, 6, 3, 10, 75, 17, 8, 26, 179, 170, 16, 8, 1, 23, -79, -89, -20, -95, -20, 4, 11070, 57862, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 98345, 98409, 98409
home, 29, 3, 1, 4, 7, 86, 18, 8, 26, 188, 170, 16, 9, 1, 24, -77, -89, -20, -89, -20, 3, 9428, 58985, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 98345, 98409, 98409
home, 31, 2, 2, 4, 8, 84, 18, 8, 26, 199, 141, 16, 9, 1, 24, -78, -91, -20, -91, -20, 2, 6597, 55999, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0
