label, device_count, lost_devices, new_devices, different_services, services_count, txpower_count, tx_power_avg, min_txpower, max_txpower, man_packet_len_count, manufacturer_data_lengths_sum, manufacturer_data_len_avg, avg_received, min_received, max_received, avg_avg_rssi, min_avg_rssi, max_avg_rssi, min_rssi, max_rssi, avg_rssi_difference, avg_avg_difference_between_beacons, avg_difference_first_last, 0af0, 1802, 180f, 1812, 1826, 2222, ec88, fd5a, fd6f, fdd2, fddf, fe03, fe07, fe0f, fe61, fe9f, fea0, feb9, febe, fee0, ff0d, ffc0, ffe0, time_point_1, time_point_2, time_point_3
home, 35, 3, 4, 2, 4, 94, 15, 7, 26, 261, 192, 16, 10, 1, 31, -77, -90, -47, -90, -45, 4, 7021, 58388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 98379, 98451, 98451
home, 34, 4, 0, 2, 3, 99, 15, 7, 26, 290, 192, 17, 11, 1, 31, -77, -88, -49, -91, -44, 5, 8562, 67197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 98379, 98451, 98451
home, 38, 0, 3, 2, 4, 112, 14, 7, 26, 297, 192, 16, 11, 1, 27, -77, -89, -47, -90, -43, 5, 8348, 62879, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 98379, 98451, 98451
home, 35, 1, 2, 2, 3, 109, 14, 7, 26, 292, 192, 16, 11, 1, 30, -77, -89, -47, -91, -44, 6, 10844, 66398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 98379, 98451, 98451
home, 34, 3, 3, 2, 3, 116, 14, 7, 26, 319, 179, 16, 12, 1, 28, -76, -89, -48, -90, -45, 5, 13010, 74613, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
