label, device_count, lost_devices, new_devices, different_services, services_count, txpower_count, tx_power_avg, min_txpower, max_txpower, man_packet_len_count, manufacturer_data_lengths_sum, manufacturer_data_len_avg, avg_received, min_received, max_received, avg_avg_rssi, min_avg_rssi, max_avg_rssi, min_rssi, max_rssi, avg_rssi_difference, avg_avg_difference_between_beacons, avg_difference_first_last, 0af0, 1802, 180f, 1812, 1826, 2222, ec88, fd5a, fd6f, fdd2, fddf, fe03, fe07, fe0f, fe61, fe9f, fea0, feb9, febe, fee0, ff0d, ffc0, ffe0, time_point_1, time_point_2, time_point_3
home, 29, 3, 0, 2, 3, 106, 17, 12, 26, 264, 173, 17, 12, 1, 27, -77, -87, -49, -90, -46, 6, 10228, 72380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 98356, 98421, 98421
home, 32, 2, 2, 2, 3, 97, 16, 12, 26, 245, 173, 16, 10, 1, 28, -77, -89, -48, -90, -47, 5, 7496, 61151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 98356, 98421, 98421
home, 32, 1, 1, 2, 3, 122, 16, 12, 26, 270, 173, 16, 11, 1, 27, -77, -88, -49, -89, -47, 5, 7061, 64944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 98356, 98421, 98421
home, 32, 2, 1, 2, 3, 112, 16, 12, 26, 278, 173, 16, 11, 1, 27, -77, -87, -53, -89, -46, 6, 11539, 73001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 98356, 98421, 98421
home, 33, 2, 1, 2, 3, 108, 17, 12, 26, 281, 173, 17, 12, 1, 28, -77, -87, -49, -89, -47, 6, 7138, 63531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
