label, device_count, lost_devices, new_devices, different_services, services_count, txpower_count, tx_power_avg, min_txpower, max_txpower, man_packet_len_count, manufacturer_data_lengths_sum, manufacturer_data_len_avg, avg_received, min_received, max_received, avg_avg_rssi, min_avg_rssi, max_avg_rssi, min_rssi, max_rssi, avg_rssi_difference, avg_avg_difference_between_beacons, avg_difference_first_last, 0af0, 1802, 180f, 1812, 1826, 2222, ec88, fd5a, fd6f, fdd2, fddf, fe03, fe07, fe0f, fe61, fe9f, fea0, feb9, febe, fee0, ff0d, ffc0, ffe0, time_point_1, time_point_2, time_point_3
office, 19, 0, 0, 2, 3, 58, 12, 8, 24, 188, 76, 12, 18, 1, 77, -60, -75, -34, -81, -32, 5, 8384, 73953, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98338, 98392, 98392
office, 19, 0, 0, 2, 3, 57, 12, 8, 24, 267, 76, 14, 26, 1, 118, -59, -75, -34, -82, -34, 5, 8170, 72550, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98338, 98392, 98392
office, 19, 0, 1, 2, 3, 50, 13, 8, 24, 222, 76, 14, 22, 1, 90, -59, -74, -34, -83, -34, 6, 8242, 68811, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98338, 98392, 98392
office, 18, 1, 1, 2, 3, 109, 12, 8, 24, 322, 89, 15, 32, 1, 119, -60, -75, -35, -82, -34, 7, 10466, 76827, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98338, 98392, 98392
office, 18, 1, 0, 2, 3, 116, 12, 8, 24, 308, 89, 14, 31, 1, 132, -60, -74, -35, -80, -35, 6, 5181, 71978, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
