label, device_count, lost_devices, new_devices, different_services, services_count, txpower_count, tx_power_avg, min_txpower, max_txpower, man_packet_len_count, manufacturer_data_lengths_sum, manufacturer_data_len_avg, avg_received, min_received, max_received, avg_avg_rssi, min_avg_rssi, max_avg_rssi, min_rssi, max_rssi, avg_rssi_difference, avg_avg_difference_between_beacons, avg_difference_first_last, 0af0, 1802, 180f, 1812, 1826, 2222, ec88, fd5a, fd6f, fdd2, fddf, fe03, fe07, fe0f, fe61, fe9f, fea0, feb9, febe, fee0, ff0d, ffc0, ffe0, time_point_1, time_point_2, time_point_3
home, 35, 1, 2, 3, 6, 97, 15, 7, 26, 242, 152, 16, 10, 1, 28, -76, -90, -45, -90, -40, 6, 9090, 65416, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 98349, 98423, 98423
home, 34, 4, 3, 3, 6, 106, 15, 7, 26, 247, 146, 16, 10, 1, 27, -75, -89, -45, -90, -43, 6, 11450, 68158, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 98349, 98423, 98423
home, 35, 3, 6, 3, 7, 105, 15, 7, 26, 259, 152, 15, 11, 1, 38, -76, -90, -46, -90, -44, 5, 7565, 64412, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 98349, 98423, 98423
home, 32, 0, 2, 3, 6, 101, 14, 7, 26, 243, 170, 15, 11, 1, 23, -75, -91, -46, -91, -44, 6, 8381, 68438, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 98349, 98423, 98423
home, 30, 0, 0, 3, 6, 102, 14, 7, 26, 225, 170, 15, 11, 1, 26, -74, -89, -46, -90, -43, 6, 9672, 69905, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0
