label, device_count, lost_devices, new_devices, different_services, services_count, txpower_count, tx_power_avg, min_txpower, max_txpower, man_packet_len_count, manufacturer_data_lengths_sum, manufacturer_data_len_avg, avg_received, min_received, max_received, avg_avg_rssi, min_avg_rssi, max_avg_rssi, min_rssi, max_rssi, avg_rssi_difference, avg_avg_difference_between_beacons, avg_difference_first_last, 0af0, 1802, 180f, 1812, 1826, 2222, ec88, fd5a, fd6f, fdd2, fddf, fe03, fe07, fe0f, fe61, fe9f, fea0, feb9, febe, fee0, ff0d, ffc0, ffe0, time_point_1, time_point_2, time_point_3
home, 3, 0, 0, 1, 1, 11, 12, 12, 12, 12, 38, 10, 14, 1, 21, -68, -72, -64, -74, -62, 2, 3120, 60854, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98327, 98337, 98337
home, 3, 0, 0, 1, 1, 10, 12, 12, 12, 11, 38, 10, 12, 1, 20, -68, -71, -64, -71, -62, 1, 3565, 57705, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98327, 98337, 98337
home, 3, 0, 0, 1, 1, 12, 12, 12, 12, 13, 38, 10, 15, 1, 22, -69, -73, -64, -73, -62, 2, 2754, 57849, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98327, 98337, 98337
home, 3, 2, 0, 1, 1, 11, 12, 12, 12, 12, 38, 10, 14, 1, 21, -68, -71, -63, -74, -62, 2, 3121, 60796, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98327, 98337, 98337
home, 5, 0, 2, 1, 1, 12, 11, 8, 12, 15, 59, 10, 9, 1, 22, -76, -87, -64, -87, -62, 2, 1929, 34833, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
